0.066191309,-0.051122461,-6.343402573,0.021319629,0.874516925,-0.00939947,0.034912317,0.483645457,,-0.000558105,0.005022949,-0.111111023,-0.110657134,-6.343402573
0.071214258,-0.051680566,-7.041511357,0.020761523,0.854040953,-0.005981705,0.011597183,0.52004209,,-0.001116211,0.009041308,-0.123456805,-0.122835254,-7.041511357
0.080255566,-0.052796777,-4.766062129,0.019756934,0.850602764,-0.0107424,-0.017700545,0.525401018,,-0.000558106,0.006697266,-0.083333408,-0.083141306,-4.766062129
0.086952832,-0.053354883,-4.087685712,0.019533691,0.855846445,-0.002685583,-0.002075223,0.517218854,,-0.000781347,0.010938867,-0.071428513,-0.071307406,-4.087685712
0.097891699,-0.05413623,-8.329878306,0.018975586,0.876434883,-0.007569155,-0.009156236,0.481373833,,-0.001339454,0.00915293,-0.146341554,-0.145310099,-8.329878306
0.107044629,-0.055475684,0,0.018752344,0.934008814,-0.050417676,0.018921888,0.353167886,,0,0.008594824,0,0,0
0.115639453,-0.055475684,6.670042514,0.019533691,0.909492888,-0.018189858,0.053226698,0.41189651,,0.00100459,0.008594824,0.116883138,0.116355186,6.670042514
0.124234277,-0.054471094,7.403347586,0.020203418,0.878161011,0.02160613,0.084593492,0.470330049,,0.001116211,0.008594825,0.129870125,0.129147286,7.403347586
0.132829102,-0.053354883,9.467121635,0.020649902,0.897165203,0.05054108,0.09986136,0.427279659,,0.001339453,0.008036718,0.166666667,0.165148677,9.467121635
0.14086582,-0.05201543,15.53198542,0.020984766,0.937647416,0.067750855,0.101931466,0.325326177,,0.002232422,0.008036719,0.277777785,0.270946857,15.53198542
0.148902539,-0.049783008,20.56647389,0.021542871,0.932858875,0.108154012,0.112792672,0.324584107,,0.00301377,0.008036719,0.375000047,0.358770711,20.56647389
0.156939258,-0.046769238,34.08615784,0.021989355,0.91564191,0.151732155,0.12414449,0.350949272,,0.010492383,0.015515332,0.676259006,0.594614087,34.08615784
0.17245459,-0.036276855,40.25677032,0.024110156,0.867618639,0.267804628,0.177234421,0.37961367,,0.001227832,0.001451074,0.846153952,0.702256993,40.25677032
0.173905664,-0.035049023,40.53594251,0.024333398,0.873748154,0.278066261,0.179925228,0.356188476,,0.005246191,0.00613916,0.85454541,0.707126997,40.53594251
0.180044824,-0.029802832,53.47463705,0.024779883,0.856071071,0.322140533,0.188963071,0.357296453,,0.012948047,0.009599414,1.348837231,0.932835335,53.47463705
0.189644238,-0.016854785,63.73752191,0.026677441,0.823816756,0.413434191,0.219717019,0.319566197,,0.009487793,0.004688086,2.023809503,1.11186566,63.73752191
0.198685547,0.010827246,72.4241374,0.031030664,0.734591239,0.578225108,0.250234636,0.25182149,,0.007032129,0.002232422,3.149999866,1.263398841,72.4241374
0.200917969,0.017859375,5.082184305,0.028128516,0.67913031,0.628955484,0.258076843,0.276755063,,-0.017859375,-0.200917969,0.088888889,0.088655882,5.082184305
